,Apply,Company,Duration,Link,Location,Posted,Profile,Start,Stipend,Tag
0,28 Jan'20,Tech Mahindra,6 Months,/internship/detail/subject-matter-expert-big-data-internship-in-hyderabad-at-tech-mahindra1578649182,Hyderabad,13 Jan'20,Subject Matter Expert (Big Data),Immediately,10000 /Month,Big Data
1,31 Jan'20,14W Technologies,2 Months,/internship/detail/data-annotation-part-time-work-from-home-job-internship-at-14w-technologies1579064151,Work From Home,16 Jan'20,Data Annotation (part-time),Immediately,2000 Lump-Sum,Big Data
2,23 Jan'20,Districtd,3 Months,/internship/detail/data-management-work-from-home-job-internship-at-districtd1578315313,Work From Home,8 Jan'20,Data Management,Immediately,5000 /Month,Big Data
3,21 Jan'20,Educareit,6 Months,/internship/detail/big-data-hadoop-spark-internship-in-hyderabad-at-educareit1578390735,Hyderabad,7 Jan'20,Big Data (Hadoop & Spark),Immediately,2000 /Month,Big Data
4,4 Feb'20,Ebisu Technologies Private Limited,6 Months,/internship/detail/data-science-big-data-analysis-internship-in-bangalore-at-ebisu-technologies-private-limited1577781873,Bangalore,31 Dec'19,Data Science (Big Data Analysis),Immediately,6000 /Month,Big Data
5,28 Jan'20,Tech Mahindra,6 Months,/internship/detail/subject-matter-expert-big-data-internship-in-hyderabad-at-tech-mahindra1578649182,Hyderabad,13 Jan'20,Subject Matter Expert (Big Data),Immediately,10000 /Month,Big Data
6,31 Jan'20,14W Technologies,2 Months,/internship/detail/data-annotation-part-time-work-from-home-job-internship-at-14w-technologies1579064151,Work From Home,16 Jan'20,Data Annotation (part-time),Immediately,2000 Lump-Sum,Big Data
7,23 Jan'20,Districtd,3 Months,/internship/detail/data-management-work-from-home-job-internship-at-districtd1578315313,Work From Home,8 Jan'20,Data Management,Immediately,5000 /Month,Big Data
8,21 Jan'20,Educareit,6 Months,/internship/detail/big-data-hadoop-spark-internship-in-hyderabad-at-educareit1578390735,Hyderabad,7 Jan'20,Big Data (Hadoop & Spark),Immediately,2000 /Month,Big Data
9,4 Feb'20,Ebisu Technologies Private Limited,6 Months,/internship/detail/data-science-big-data-analysis-internship-in-bangalore-at-ebisu-technologies-private-limited1577781873,Bangalore,31 Dec'19,Data Science (Big Data Analysis),Immediately,6000 /Month,Big Data
