,Apply,Company,Duration,Link,Location,Posted,Profile,Rewards,Start,Stipend,Tag
59,31 Jan'20,Inframe Design Institute,6 Months,/internship/detail/campus-ambassador-programme-at-inframe-design-institute1578643419,Bikaner,16 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
60,31 Jan'20,Cinkal Tech Solutions Private Limited,6 Months,/internship/detail/campus-ambassador-programme-at-cinkal-tech-solutions-private-limited1578743246,Work From Home,16 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
61,21 Feb'20,Wallstreet Advisory,2 Months,/internship/detail/campus-ambassador-programme-at-wallstreet-advisory1578475981,Bangalore,16 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
62,31 Jan'20,Kreon Finnancial Services Limited,3 Months,/internship/detail/campus-ambassador-programme-at-kreon-finnancial-services-limited1578986576,Chennai,16 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
63,29 Jan'20,Desire World,6 Months,/internship/detail/campus-ambassador-programme-at-desire-world1578917389,Work From Home,14 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
64,29 Jan'20,Infinite Dreams Entertainment,2 Months,/internship/detail/campus-ambassador-programme-at-infinite-dreams-entertainment1578569501,Work From Home,14 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
65,29 Jan'20,Festeve Mantra,3 Months,/internship/detail/campus-ambassador-programme-at-festeve-mantra1578463706,Work From Home,14 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
66,29 Jan'20,WeSay Solutions,2 Months,/internship/detail/campus-ambassador-programme-at-wesay-solutions1578899966,Ahmedabad,14 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
67,29 Jan'20,TutED,1 Month,/internship/detail/campus-ambassador-programme-at-tuted1578888317,Work From Home,14 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
68,29 Jan'20,WiseUp Communications,1 Month,/internship/detail/campus-ambassador-programme-at-wiseup-communications1578829583,Kolkata,14 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
69,29 Jan'20,Holidaying,2 Months,/internship/detail/campus-ambassador-programme-at-holidaying1578577436,Work From Home,14 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
70,29 Jan'20,Preplaced,3 Months,/internship/detail/campus-ambassador-programme-at-preplaced1578763601,Work From Home,14 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
71,28 Jan'20,International Centre For Culture And Education,3 Months,/internship/detail/campus-ambassador-programme-at-international-centre-for-culture-and-education1578741276,Work From Home,13 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
72,28 Jan'20,Taransh,6 Months,/internship/detail/campus-ambassador-programme-at-taransh1578486696,Thane,13 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
73,28 Jan'20,"TechFEST, SLIET",2 Months,/internship/detail/campus-ambassador-programme-at-techfest-sliet1578646725,Work From Home,13 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
74,25 Jan'20,ECELL-SASTRA,3 Weeks,/internship/detail/campus-ambassador-programme-at-ecell-sastra1578407702,Work From Home,10 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
75,25 Jan'20,Appleton Innovations,2 Months,/internship/detail/campus-ambassador-programme-at-appleton-innovations1578568441,Bhimavaram,10 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
76,25 Jan'20,Across The Globe (ATG),6 Months,/internship/detail/campus-ambassador-programme-at-across-the-globe-atg1578502123,Work From Home,10 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
77,25 Jan'20,Viden.io,1 Month,/internship/detail/campus-ambassador-programme-at-videnio1578483707,Work From Home,10 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
78,25 Jan'20,Political Sampark,3 Months,/internship/detail/campus-ambassador-programme-at-political-sampark1578392735,Delhi,10 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
79,25 Jan'20,Pune Startup Fest'20,1 Month,/internship/detail/campus-ambassador-programme-at-pune-startup-fest201578467859,Pune,10 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
80,25 Jan'20,Political Sampark,3 Months,/internship/detail/campus-ambassador-programme-at-political-sampark1578392735,Delhi,10 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
81,25 Jan'20,Pune Startup Fest'20,1 Month,/internship/detail/campus-ambassador-programme-at-pune-startup-fest201578467859,Pune,10 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
82,25 Jan'20,Mindfrey,2 Months,/internship/detail/campus-ambassador-programme-at-mindfrey1577707949,Delhi,10 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
83,24 Jan'20,ASPIRE 2020,5 Weeks,/internship/detail/campus-ambassador-programme-at-aspire-20201578305726,Work From Home,9 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
84,24 Jan'20,Aikya,6 Months,/internship/detail/campus-ambassador-programme-at-aikya1578396538,Work From Home,9 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
85,23 Jan'20,Karyon DTU,1 Month,/internship/detail/campus-ambassador-programme-at-karyon-dtu1578344882,Delhi,8 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
86,13 Feb'20,SYSTEMATIC TRADING AND TECHNICAL INSTITUTE,6 Months,/internship/detail/campus-ambassador-programme-at-systematic-trading-and-technical-institute1578460963,Borivali,8 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
87,23 Jan'20,Hustle,3 Months,/internship/detail/campus-ambassador-programme-at-hustle1578459985,Work From Home,8 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
88,23 Jan'20,SkillMart International,3 Months,/internship/detail/campus-ambassador-programme-at-skillmart-international1578454870,Virar,8 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
89,23 Jan'20,SocialComment Private Limited,1 Month,/internship/detail/campus-ambassador-programme-at-socialcomment-private-limited1578421507,Ahmedabad,8 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
90,23 Jan'20,BeaTest,3 Months,/internship/detail/campus-ambassador-programme-at-beatest1578400628,Work From Home,8 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
91,22 Jan'20,Viral Jelly,2 Months,/internship/detail/campus-ambassador-programme-at-viral-jelly1578033046,Work From Home,7 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
92,22 Jan'20,Vision IAS,4 Months,/internship/detail/campus-ambassador-programme-at-vision-ias1578299952,Work From Home,7 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
93,22 Jan'20,Markytics,1 Month,/internship/detail/campus-ambassador-programme-at-markytics1578306275,Work From Home,7 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
94,22 Jan'20,"E-Cell, IIFT Kolkata",4 Months,/internship/detail/campus-ambassador-programme-at-e-cell-iift-kolkata1578247766,Work From Home,7 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
95,21 Jan'20,Hamari Pahchan NGO,1 Month,/internship/detail/campus-ambassador-programme-at-hamari-pahchan-ngo1578124374,Delhi,6 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
96,21 Jan'20,Galleri5,3 Months,/internship/detail/campus-ambassador-programme-at-galleri51577966293,Delhi,6 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
97,21 Jan'20,Inbisco India Private Limited,2 Months,/internship/detail/campus-ambassador-programme-at-inbisco-india-private-limited1578120721,Work From Home,6 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
98,21 Jan'20,ProxyNotes,1 Month,/internship/detail/campus-ambassador-programme-at-proxynotes1577790605,Work From Home,6 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
99,21 Jan'20,Elite Techno Groups,4 Months,/internship/detail/campus-ambassador-programme-at-elite-techno-groups1578074020,Work From Home,6 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
100,31 Jan'20,Tatvabodh Fitness Town (OPC) Private Limited,1 Month,/internship/detail/campus-ambassador-programme-at-tatvabodh-fitness-town-opc-private-limited1578070347,Work From Home,6 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
101,18 Jan'20,Creatosaurus,3 Months,/internship/detail/campus-ambassador-programme-at-creatosaurus1577943926,Pune,3 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
102,18 Jan'20,Askmentor,3 Months,/internship/detail/campus-ambassador-programme-at-askmentor1577849413,Bhubaneswar,3 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
103,7 Feb'20,Demux Academy,2 Months,/internship/detail/campus-ambassador-programme-at-demux-academy1577473330,Work From Home,2 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
104,31 Jan'20,Infinos Technologies LLP,4 Months,/internship/detail/campus-ambassador-programme-at-infinos-technologies-llp1577803940,Chennai,2 Jan'20,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
105,5 Feb'20,VQMS Private Limited,6 Months,/internship/detail/campus-ambassador-programme-at-vqms-private-limited1577783909,Dehradun,31 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
106,31 Jan'20,STARTUP201,3 Months,/internship/detail/campus-ambassador-programme-at-startup2011577722555,Work From Home,31 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
107,3 Feb'20,ACHNET INC,6 Months,/internship/detail/campus-ambassador-programme-at-achnet-inc1577694523,Work From Home,30 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
108,31 Jan'20,GRIP At The Sparks Foundation,2 Months,/internship/detail/campus-ambassador-programme-at-grip-at-the-sparks-foundation1577014083,Work From Home,30 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
109,31 Jan'20,Social Dukan,3 Months,/internship/detail/campus-ambassador-programme-at-social-dukan1577195756,Work From Home,30 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
110,21 Jan'20,AIESEC South Mumbai,2 Months,/internship/detail/campus-ambassador-programme-at-aiesec-south-mumbai1577282213,Mumbai,30 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
111,1 Feb'20,Cross Skills,2 Months,/internship/detail/campus-ambassador-programme-at-cross-skills1577351130,Ahmedabad,27 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
112,31 Jan'20,EcoSikh,6 Months,/internship/detail/campus-ambassador-programme-at-ecosikh1576821281,Delhi,27 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
113,1 Feb'20,Lourd Vijay Dance Studio,1 Month,/internship/detail/campus-ambassador-programme-at-lourd-vijay-dance-studio1577362087,Work From Home,27 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
114,28 Jan'20,Progate,2 Weeks,/internship/detail/campus-ambassador-programme-at-progate1577101873,Work From Home,24 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
115,28 Jan'20,HQbe Private Limited,2 Months,/internship/detail/campus-ambassador-programme-at-hqbe-private-limited1577100488,Work From Home,23 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
116,28 Jan'20,Adream E-experts Private Limited,2 Months,/internship/detail/campus-ambassador-programme-at-adream-e-experts-private-limited1576920740,Work From Home,23 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
117,20 Jan'20,Engifest DTU,2 Months,/internship/detail/campus-ambassador-programme-at-engifest-dtu1576594393,Work From Home,23 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
118,24 Jan'20,WeMakeScholars,4 Months,/internship/detail/campus-ambassador-programme-at-wemakescholars1576654157,Work From Home,19 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
119,23 Jan'20,TalentsCrew,3 Months,/internship/detail/campus-ambassador-programme-at-talentscrew1576648973,Indore,18 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
120,23 Jan'20,Utkarsh Classes & Edutech Pvt. Ltd,6 Months,/internship/detail/campus-ambassador-programme-at-utkarsh-classes-edutech-pvt-ltd1576560384,Work From Home,18 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
121,23 Jan'20,PInterview,3 Months,/internship/detail/campus-ambassador-programme-at-pinterview1576577216,Work From Home,18 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
122,21 Jan'20,ReadMyBook,3 Months,/internship/detail/campus-ambassador-programme-at-readmybook1576389882,Hyderabad,16 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
123,21 Jan'20,Cogent Web Services,2 Months,/internship/detail/campus-ambassador-programme-at-cogent-web-services1575922512,Work From Home,16 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
124,18 Jan'20,Yo Tours,3 Months,/internship/detail/campus-ambassador-programme-at-yo-tours1576138737,Work From Home,13 Dec'19,Campus Ambassador,Performance Based,Immediately,,Campus Ambassador
